"","...1","a","q","ad","per_y","data_arc","n_obs_used","H","diameter","moid"
"51312",70579,3,0,0,5,8569,299,0,3,1.98802
"51313",70581,0,3,0,0,8530,0,15,6,1.80765
"51314",70582,3,3,0,6,8487,0,16,5,1.71765
"51315",70583,3,3,3,6,9418,0,15,6,2.10768
"51316",70584,0,3,3,6,8532,358,15,6,NA
"51317",70585,0,3,3,6,8456,0,0,4,2.04774
"51318",70586,3,0,4,6,0,0,15,5,1.72885
"51319",70587,3,0,3,6,8486,0,15,5,1.90105
"51320",70590,3,2,0,4,8244,381,0,4,1.30999
"51321",70591,3,2,3,4,7648,449,15,3,1.21992
"51322",70592,3,2,3,4,8125,270,16,4,NA
"51323",70596,0,2,3,3,0,337,17,2,NA
"51324",70598,2,0,0,3,7864,0,17,1,0.917448
"51325",70599,2,0,3,0,7945,313,17,2,1.10734
"51326",70600,3,0,4,0,8026,573,15,7,NA
"51327",70602,3,2,3,4,8029,0,16,2,0.965839
"51328",70603,3,0,0,5,0,385,16,5,NA
"51329",70605,3,2,0,0,7523,425,0,4,1.41604
"51330",70606,3,0,3,0,0,483,15,3,0.970385
"51331",70607,3,2,0,0,7554,505,0,3,1.30627
"51332",70608,0,3,3,5,9660,0,15,3,1.54419
"51333",70609,3,2,3,0,10335,777,15,3,NA
"51334",70612,0,0,0,6,7635,395,15,5,1.71614
"51335",70614,2,0,4,3,8768,528,16,3,0.235827
"51336",70616,3,0,3,0,0,430,0,4,1.56118
"51337",70617,3,0,0,5,7683,497,0,7,1.68623
"51338",70618,0,0,3,0,17490,591,15,5,NA
"51339",70619,3,3,3,5,0,0,0,4,NA
"51340",70620,3,3,3,5,0,484,0,8,1.83854
"51341",70623,3,0,4,0,0,322,15,7,NA
"51342",70625,0,0,4,0,7688,695,0,9,1.73955
"51343",70627,2,0,3,4,0,0,0,1,NA
"51344",70628,2,2,3,0,0,0,16,2,0.820233
"51345",70629,4,3,0,8,7563,488,0,9,NA
"51346",70631,0,2,3,4,0,661,0,4,0.872512
"51347",70632,2,2,0,4,9010,497,16,2,0.937253
"51348",70633,3,2,3,0,8850,722,15,6,1.49623
"51349",70634,0,2,0,0,10269,539,16,2,0.964325
"51350",70636,0,2,3,4,0,0,0,2,1.00248
"51351",70637,3,0,0,4,0,0,16,3,1.36871
"51352",70638,2,2,0,4,7441,0,16,2,1.04437
"51353",70640,4,3,0,8,10439,0,14,11,1.65293
"51354",70641,3,2,0,4,0,1003,0,2,1.24225
"51355",70642,3,0,3,0,10147,394,15,2,0.96802
"51356",70643,3,2,0,4,8240,317,0,3,1.13823
"51357",70644,0,0,3,0,7190,0,16,4,1.13271
"51358",70645,2,2,2,3,0,808,0,1,0.857055
"51359",70646,2,2,2,0,7634,409,16,2,NA
"51360",70648,3,2,3,4,0,0,0,4,1.00115
"51361",70649,0,2,3,4,7188,413,16,4,0.922083
"51362",70650,3,2,3,0,0,828,16,2,NA
"51363",70652,0,1,0,0,11422,0,0,1,0.168562
"51364",70653,3,0,3,4,7327,694,16,2,NA
"51365",70654,3,2,3,0,0,270,0,2,NA
"51366",70656,3,2,0,4,7378,539,0,3,1.43393
"51367",70657,3,2,3,4,0,292,0,2,1.31051
"51368",70658,3,0,3,0,7378,0,16,4,NA
"51369",70659,0,0,3,0,7572,495,0,3,1.48976
"51370",70660,1,0,2,0,0,275,0,1,NA
"51371",70661,0,2,3,0,7425,1037,0,4,0.971384
"51372",70662,3,2,0,0,0,1034,15,2,0.982393
"51373",70663,3,2,3,4,0,611,15,3,1.14946
"51374",70665,3,2,3,4,7117,0,16,4,1.14822
"51375",70667,3,2,3,4,7085,368,0,4,1.20349
"51376",70668,0,0,0,4,8692,0,0,5,1.06426
"51377",70669,3,2,3,4,7231,0,16,3,NA
"51378",70670,3,0,3,5,0,443,0,4,NA
"51379",70672,0,2,3,4,7571,622,15,4,NA
"51380",70673,0,2,0,0,0,0,0,3,NA
"51381",70674,0,2,0,5,7512,363,16,5,1.36397
"51382",70676,0,3,0,5,7388,525,15,5,1.7845
"51383",70677,3,0,3,4,7180,0,15,3,NA
"51384",70678,3,3,3,5,0,0,15,4,1.69403
"51385",70680,0,0,3,0,7235,0,14,5,1.78768
"51386",70682,3,3,4,0,8478,229,15,4,1.54922
"51387",70683,3,0,3,0,0,364,15,3,1.87437
"51388",70684,3,3,4,0,0,0,0,3,1.5186
"51389",70685,3,0,0,0,7228,0,16,5,NA
"51390",70686,3,3,0,0,7244,571,15,7,NA
"51391",70687,0,2,0,5,0,0,0,4,NA
"51392",70688,3,0,4,5,0,0,15,6,NA
"51393",70689,3,3,4,5,7180,0,15,6,1.66845
"51394",70691,3,3,4,0,0,562,14,7,1.73381
"51395",70692,3,0,5,0,7379,1020,14,5,NA
"51396",70693,3,2,3,4,0,531,16,4,NA
"51397",70694,0,0,0,6,7205,0,15,7,1.59426
"51398",70695,3,2,3,0,0,410,15,6,NA
"51399",70697,0,0,3,0,9603,0,0,4,1.81182
"51400",70698,0,2,0,6,7179,587,0,6,NA
"51401",70699,3,2,4,6,6858,595,0,6,NA
"51402",70700,0,0,3,0,0,512,15,7,NA
"51403",70701,0,2,4,6,7152,0,16,4,NA
"51404",70702,2,0,0,3,0,448,17,2,NA
"51405",70703,2,2,0,0,7313,578,0,2,NA
"51406",70704,2,2,0,0,0,0,16,1,0.773263
"51407",70706,2,0,3,4,7160,793,0,3,NA
"51408",70707,2,0,3,4,6852,933,0,4,0.69683
"51409",70709,4,3,0,0,7175,612,14,11,2.27855
"51410",70710,0,0,3,4,8132,403,17,3,0.863449
"51411",70711,2,0,0,4,9563,657,16,2,NA
"51412",70712,2,0,3,4,0,0,17,2,NA
"51413",70715,2,2,0,4,0,444,16,4,NA
"51414",70717,2,2,3,4,9123,500,0,3,0.941942
"51415",70718,3,2,3,0,8766,327,16,2,1.35933
"51416",70721,0,0,0,0,7050,0,0,1,0.835842
"51417",70723,2,2,0,4,7103,697,16,2,1.09306
"51418",70724,0,0,0,0,7145,531,16,3,1.02466
"51419",70725,2,2,3,0,0,435,17,2,0.816648
"51420",70726,2,2,0,3,0,622,16,1,NA
"51421",70727,2,2,0,4,7218,476,16,3,0.948712
"51422",70728,0,0,0,4,7149,1055,15,6,NA
"51423",70729,2,0,3,4,6763,555,16,3,0.764406
"51424",70730,0,2,3,0,8481,613,16,2,NA
"51425",70731,2,2,0,0,0,246,0,4,NA
"51426",70732,2,0,0,0,7127,0,17,4,0.913226
"51427",70733,2,2,0,4,0,443,0,4,0.903068
"51428",70734,2,2,3,0,6744,0,16,2,0.908797
"51429",70735,2,2,0,3,7387,307,16,4,0.755509
"51430",70736,0,2,3,4,7035,0,16,2,0.933933
"51431",70738,2,2,3,4,7024,796,16,5,1.05436
"51432",70739,2,2,2,3,0,0,16,2,1.04637
"51433",70741,3,0,3,0,6994,373,0,4,1.32042
"51434",70742,2,2,0,0,0,591,16,4,0.862633
"51435",70743,0,2,3,0,0,0,17,3,0.828015
"51436",70744,0,0,3,0,6796,0,15,3,1.59546
"51437",70745,1,0,1,0,0,1140,17,4,NA
"51438",70746,2,0,3,0,9221,517,16,2,1.07974
"51439",70749,2,0,2,3,6308,0,0,1,NA
"51440",70750,0,2,3,4,0,714,16,2,NA
"51441",70753,0,2,3,0,0,0,0,3,0.888805
"51442",70754,2,2,3,3,7225,0,0,1,0.85362
"51443",70755,0,2,3,0,7067,0,16,4,0.978374
"51444",70757,0,0,3,4,0,566,0,2,1.02979
"51445",70758,3,2,0,0,6886,0,0,3,1.37166
"51446",70759,2,0,3,4,7005,0,15,4,NA
"51447",70760,3,2,3,4,12641,0,15,3,NA
"51448",70761,2,2,0,4,0,558,16,2,1.09808
"51449",70762,2,2,3,0,0,883,15,5,NA
"51450",70763,0,0,2,1,8057,0,17,1,0.0903658
"51451",70765,2,0,3,0,7215,596,0,1,1.00023
"51452",70767,2,2,3,0,7180,954,16,2,0.901436
"51453",70768,0,5,0,12,0,383,13,11,3.9779
"51454",70769,2,2,3,4,7013,479,0,3,0.961953
"51455",70770,0,2,3,4,0,0,15,3,NA
"51456",70772,3,2,0,0,6707,498,15,3,1.51542
"51457",70773,0,0,3,4,7683,463,15,3,1.30727
"51458",70774,3,2,3,0,0,477,16,5,1.32224
"51459",70775,3,0,0,4,7147,561,0,6,NA
"51460",70776,2,0,3,0,7562,655,16,4,0.818937
"51461",70777,0,2,3,0,6791,597,15,3,0.955824
"51462",70778,3,2,0,4,6936,736,15,4,NA
"51463",70779,2,2,3,4,0,0,15,2,0.801492
"51464",70780,3,2,0,0,7170,0,15,3,1.45967
"51465",70781,0,2,3,4,6703,686,15,4,1.3676
"51466",70782,3,0,3,4,21103,0,16,4,1.3102
"51467",70783,0,1,3,0,0,723,15,4,0.108017
"51468",70785,3,2,0,0,0,0,15,3,1.43148
"51469",70788,3,0,0,0,6825,543,0,7,1.55373
"51470",70791,3,2,3,4,8597,0,16,5,NA
"51471",70792,0,0,3,4,6934,667,16,2,1.16107
"51472",70793,3,2,0,4,7140,571,16,4,1.28703
"51473",70794,0,2,3,4,0,494,0,5,1.29929
"51474",70795,0,0,0,0,6838,502,16,3,1.15801
"51475",70796,0,2,0,0,9003,433,16,4,1.36774
"51476",70798,3,2,3,0,6736,0,0,4,1.15329
"51477",70799,0,2,0,4,0,0,16,4,1.12615
"51478",70800,3,0,3,0,0,560,15,5,1.10183
"51479",70801,3,3,3,5,7030,0,15,4,1.64325
"51480",70803,0,2,3,0,0,385,16,2,1.20339
"51481",70804,2,2,3,4,0,800,0,5,0.792832
"51482",70805,0,2,3,4,6919,644,0,4,1.3238
"51483",70806,1,0,0,1,6903,0,0,1,NA
"51484",70807,0,0,0,4,9685,0,16,2,NA
"51485",70808,2,2,3,4,7007,435,17,2,NA
"51486",70810,3,2,3,0,7161,0,15,3,1.45718
"51487",70811,3,2,3,0,0,838,15,3,NA
"51488",70812,3,2,3,4,0,192,17,3,NA
"51489",70813,3,0,0,5,0,0,0,5,NA
"51490",70814,0,2,3,4,0,742,15,3,NA
"51491",70815,0,0,3,4,6702,0,0,3,NA
"51492",70816,0,0,3,4,6767,0,0,6,NA
"51493",70819,0,2,0,0,7391,0,0,4,NA
"51494",70820,2,0,3,4,10149,427,16,3,0.988646
"51495",70821,3,2,3,4,6897,674,15,3,1.44467
"51496",70822,3,0,0,0,0,296,0,3,1.53887
"51497",70823,3,2,3,4,6763,750,15,3,1.18846
"51498",70824,0,0,0,4,8592,359,16,2,1.33266
"51499",70825,3,2,3,0,6715,0,16,2,NA
"51500",70827,3,2,3,4,0,0,15,3,NA
"51501",70830,3,2,3,4,6880,668,15,2,NA
"51502",70832,0,2,0,4,7167,844,14,4,1.35858
"51503",70833,2,2,3,0,7112,894,0,3,NA
"51504",70834,0,2,0,5,6695,0,0,4,1.33994
"51505",70835,3,0,0,4,6719,388,16,5,1.29032
"51506",70836,3,3,0,4,6678,0,15,3,NA
"51507",70837,2,2,0,0,0,0,16,4,0.970991
"51508",70838,3,0,3,4,6656,538,0,4,1.29564
"51509",70840,0,2,0,4,0,316,17,3,NA
"51510",70841,3,0,0,4,7115,436,0,3,1.4511
"51511",70845,3,2,3,5,8459,532,16,3,NA
"51512",70847,3,2,3,4,7079,0,0,3,NA
"51513",70849,0,0,3,0,0,350,0,7,2.13843
"51514",70851,3,2,0,5,7090,410,0,4,NA
"51515",70853,3,0,3,0,0,507,15,3,NA
"51516",70855,0,3,3,4,9016,302,16,4,1.58481
"51517",70856,0,0,0,4,6264,456,15,4,NA
"51518",70858,3,0,0,0,6696,0,0,5,NA
"51519",70859,0,0,3,4,6850,884,15,3,NA
"51520",70860,0,2,0,0,0,0,16,4,1.27487
"51521",70861,0,0,3,4,6739,584,0,4,NA
"51522",70862,0,0,3,5,0,560,16,2,NA
"51523",70864,0,0,0,4,0,419,0,4,1.11764
"51524",70865,3,2,3,4,8217,0,0,3,1.15308
"51525",70866,3,0,3,4,6234,0,16,5,NA
"51526",70867,3,0,3,4,0,450,15,3,NA
"51527",70869,3,2,0,4,6793,910,15,3,1.12572
"51528",70870,3,0,0,4,0,0,0,3,NA
"51529",70871,3,2,3,0,10369,629,15,2,NA
"51530",70873,0,2,3,0,7348,313,0,4,NA
"51531",70875,4,0,4,8,12952,565,14,10,NA
"51532",70876,0,0,3,4,6699,531,16,4,1.13665
"51533",70877,0,2,3,0,0,395,16,4,1.31145
"51534",70878,0,2,3,0,6568,0,16,4,1.33273
"51535",70880,3,2,3,4,7078,0,0,3,1.26901
"51536",70882,3,2,0,4,0,0,0,4,NA
"51537",70883,2,2,3,4,8236,467,0,2,0.909499
"51538",70885,3,2,3,4,0,489,16,4,0.909921
"51539",70886,3,2,0,4,8588,309,16,4,1.21164
"51540",70888,0,0,4,0,6459,0,15,5,NA
"51541",70891,3,3,3,5,6970,0,0,4,1.53108
"51542",70893,3,0,3,5,9327,0,0,2,NA
"51543",70894,3,2,3,5,9390,486,16,4,NA
"51544",70895,3,2,0,5,7082,862,15,3,1.33587
"51545",70897,0,2,3,5,0,0,15,3,1.28833
"51546",70899,2,0,0,0,7038,0,15,3,NA
"51547",70900,3,3,3,5,0,812,0,6,1.54408
"51548",70902,3,2,0,0,0,533,0,5,NA
"51549",70903,3,0,3,4,0,0,15,4,1.06578
"51550",70904,3,2,3,4,6832,0,0,4,NA
"51551",70905,3,0,0,5,7047,417,16,4,NA
"51552",70906,0,2,3,5,0,0,15,6,1.29688
"51553",70908,0,2,3,4,9989,406,16,4,NA
"51554",70910,3,0,4,5,0,622,0,7,1.10141
"51555",70912,3,2,0,4,0,0,0,3,NA
"51556",70915,3,2,3,5,7062,718,15,3,1.17429
"51557",70916,3,2,3,5,0,581,16,4,1.43874
"51558",70917,3,2,3,5,0,0,16,4,1.43026
"51559",70919,3,2,3,0,6192,272,0,4,1.05826
"51560",70920,3,3,3,0,6774,0,15,6,1.76932
"51561",70923,3,0,3,4,7541,471,16,4,1.2914
"51562",70924,3,0,4,0,8109,0,15,5,1.01919
"51563",70925,3,0,4,0,6794,690,14,9,1.60271
"51564",70927,0,3,0,0,6816,476,15,7,NA
"51565",70929,0,3,3,6,6817,0,14,10,NA
"51566",70930,0,3,4,0,0,571,15,6,1.5707
"51567",70931,3,0,4,5,0,0,0,7,1.55388
"51568",70932,0,2,4,6,0,0,14,7,NA
"51569",70933,3,2,0,0,0,0,0,6,NA
"51570",70934,0,2,0,0,7641,409,16,5,1.37457
"51571",70936,3,3,4,5,6767,376,15,6,NA
"51572",70938,0,0,4,5,8084,0,15,2,NA
"51573",70939,0,3,0,6,6709,0,15,5,1.52452
"51574",70941,0,2,4,0,0,447,0,3,1.35257
"51575",70943,3,2,4,5,8530,0,0,5,NA
"51576",70944,3,0,4,5,6734,342,0,6,NA
"51577",70945,3,3,4,6,6815,0,14,7,1.73381
"51578",70947,3,3,0,6,7603,425,0,6,1.90176
"51579",70948,3,3,4,0,8425,0,15,6,1.76758
"51580",70949,0,0,3,5,0,374,0,3,1.89077
"51581",70950,3,0,4,6,6801,0,0,10,NA
"51582",70951,3,0,4,0,0,608,14,8,NA
"51583",70952,3,0,4,0,8092,0,0,8,1.32426
"51584",70953,3,3,4,0,9806,549,0,7,NA
"51585",70954,3,0,3,0,0,0,15,5,NA
"51586",70955,0,2,4,0,6811,604,15,6,NA
"51587",70956,3,0,0,6,7147,0,15,7,1.96784
"51588",70957,0,3,4,6,9390,357,0,5,1.50719
"51589",70958,3,2,0,6,6818,0,14,8,1.34074
"51590",70959,0,3,3,0,0,0,15,5,1.87822
"51591",70961,0,2,0,5,0,374,15,5,1.54757
"51592",70963,3,3,0,6,6786,371,0,8,NA
"51593",70964,3,0,3,6,0,429,0,8,1.75606
"51594",70965,3,0,4,5,9452,419,0,5,NA
"51595",70966,3,3,4,0,9886,502,15,8,NA
"51596",70967,0,3,4,6,7148,0,15,8,1.59626
"51597",70968,3,0,0,0,6685,0,0,7,NA
"51598",70969,3,3,0,5,0,0,15,6,NA
"51599",70970,3,2,0,0,0,517,0,6,NA
"51600",70971,3,2,4,5,0,0,0,3,1.17108
"51601",70973,3,3,0,0,6742,0,0,5,NA
"51602",70974,3,0,4,0,0,0,16,4,NA
"51603",70975,3,3,4,0,0,583,15,7,1.61815
"51604",70976,3,3,4,6,6892,712,14,8,NA
"51605",70977,3,0,0,4,0,746,15,4,NA
"51606",70981,0,3,3,0,0,432,15,5,1.66627
"51607",70982,3,0,0,5,0,792,0,7,1.47229
"51608",70983,0,0,0,0,0,0,14,8,1.83531
"51609",70984,3,3,0,0,0,416,0,8,NA
"51610",70985,0,0,4,6,0,504,14,7,1.68911
"51611",70986,3,3,4,6,0,348,15,3,NA
"51612",70989,3,3,4,6,0,459,0,7,1.61129
"51613",70990,3,0,4,0,6807,0,0,8,NA
"51614",70992,3,0,4,6,0,0,15,9,1.67369
"51615",70993,3,0,3,5,0,487,0,6,NA
"51616",70994,3,3,0,6,0,0,15,6,NA
"51617",70995,3,3,0,5,6719,336,15,7,NA
"51618",70997,0,0,0,3,0,0,0,2,0.80636
"51619",70998,3,3,3,6,8500,0,0,6,1.77567
"51620",70999,3,3,3,5,6079,609,15,7,1.7322
"51621",71000,3,2,4,6,0,0,15,6,1.4185
"51622",71001,0,3,0,6,6789,0,14,9,NA
"51623",71002,3,3,0,5,6787,0,16,5,NA
"51624",71003,0,0,3,5,0,0,15,6,NA
"51625",71004,3,3,3,6,0,432,15,8,2.00424
"51626",71006,0,3,0,0,6348,435,15,6,1.93254
"51627",71007,3,0,4,0,6736,575,0,6,NA
"51628",71008,3,3,0,0,7650,320,15,4,1.6368
"51629",71009,3,0,4,6,0,0,14,11,1.87479
"51630",71012,3,0,3,0,6763,0,15,6,1.81939
"51631",71014,3,2,4,0,6824,0,0,8,NA
"51632",71016,3,3,0,6,7552,0,15,9,2.12058
"51633",71017,3,3,3,5,0,0,0,4,NA
"51634",71018,0,3,4,6,0,0,15,8,NA
"51635",71020,3,3,0,0,0,498,0,6,NA
"51636",71021,0,3,3,5,17560,399,15,4,NA
"51637",71022,3,2,4,6,6811,0,14,8,1.33038
"51638",71023,3,3,3,0,6714,386,15,5,1.96872
"51639",71024,3,3,3,5,0,0,15,4,1.71853
"51640",71025,0,0,4,6,6654,596,15,5,1.77584
"51641",71027,3,3,0,0,6764,0,0,7,1.60727
"51642",71028,3,2,4,6,0,389,14,8,NA
"51643",71029,0,3,0,6,6687,0,15,8,NA
"51644",71030,0,3,4,0,0,0,14,8,1.87835
"51645",71031,0,3,0,6,0,0,15,10,1.71345
"51646",71032,0,0,0,0,0,650,15,4,NA
"51647",71034,3,3,3,6,6785,0,0,6,NA
"51648",71038,0,0,0,0,0,320,0,6,1.94746
"51649",71040,3,3,4,6,0,441,0,7,1.56154
"51650",71041,3,3,0,6,7174,338,15,7,NA
"51651",71042,3,2,4,0,0,0,0,10,1.16041
"51652",71045,3,3,0,0,9785,410,0,6,NA
"51653",71046,3,0,4,0,0,0,14,8,NA
"51654",71047,0,0,4,5,6799,0,0,6,NA
"51655",71048,3,3,4,0,0,0,0,8,1.76339
"51656",71049,0,2,0,6,10272,0,0,5,1.48352
"51657",71050,0,3,4,6,21319,0,14,11,1.84871
"51658",71051,3,0,0,6,0,0,0,6,NA
"51659",71053,3,3,0,0,0,0,15,5,1.50583
"51660",71054,0,3,0,6,6658,491,0,4,NA
"51661",71056,3,3,0,0,0,431,15,5,NA
"51662",71058,3,0,3,6,0,0,15,8,NA
"51663",71059,3,0,0,6,6819,746,14,9,NA
"51664",71060,0,3,0,6,6682,0,0,8,1.76489
"51665",71061,3,0,0,6,0,646,14,7,1.85855
"51666",71063,3,3,0,5,8576,0,0,4,1.63938
"51667",71065,3,0,3,6,6792,0,0,8,1.95379
"51668",71066,3,2,0,6,6760,0,15,6,1.47169
"51669",71069,3,0,0,6,8825,495,0,7,2.01487
"51670",71070,0,3,4,0,6766,575,14,5,1.63187
"51671",71073,3,0,4,5,0,326,16,4,1.38986
"51672",71074,3,0,0,6,6736,668,14,7,1.69499
"51673",71077,0,0,3,0,0,0,15,7,NA
"51674",71079,3,0,4,6,21372,0,15,7,NA
"51675",71080,0,2,3,4,6760,642,0,5,0.989446
"51676",71081,0,0,2,2,0,0,17,1,0.156907
"51677",71082,0,0,4,0,6779,679,0,10,1.34797
"51678",71083,3,2,0,0,0,440,0,7,1.4004
"51679",71085,3,0,4,0,0,0,14,8,1.54833
"51680",71086,3,3,3,0,7135,335,0,6,2.01702
"51681",71089,3,0,4,0,0,534,0,8,1.80811
"51682",71090,3,3,3,0,7772,0,16,4,1.77393
"51683",71091,3,0,4,6,0,369,15,9,NA
"51684",71092,3,3,0,5,8001,0,15,3,1.65618
"51685",71093,3,3,4,0,0,393,15,6,NA
"51686",71094,3,2,4,6,7205,765,14,9,NA
"51687",71095,3,3,4,0,7054,0,15,7,1.60306
"51688",71096,3,3,4,6,8476,292,0,6,1.89088
"51689",71100,2,0,2,0,11685,933,0,1,0.13908
"51690",71101,0,0,2,3,7858,554,0,4,NA
"51691",71102,3,3,4,6,0,0,0,6,1.69484
"51692",71106,3,3,4,0,0,479,15,6,1.57092
"51693",71108,2,2,0,4,0,526,16,3,NA
"51694",71109,3,3,0,6,0,453,0,7,NA
"51695",71110,0,0,0,0,5122,0,19,0,NA
"51696",71111,2,2,3,0,7379,538,16,3,0.912295
"51697",71112,3,3,4,6,0,0,15,5,1.64217
"51698",71113,2,2,3,4,0,442,0,3,NA
"51699",71114,2,1,2,0,0,0,16,5,NA
"51700",71116,2,0,3,4,6558,503,16,4,1.06328
"51701",71117,5,0,0,0,0,601,0,14,NA
"51702",71118,3,0,3,0,6337,492,0,2,NA
"51703",71119,2,2,3,0,0,576,17,3,0.998119
"51704",71122,2,2,3,4,9561,626,0,3,NA
"51705",71123,2,1,0,3,6553,263,19,0,NA
"51706",71124,0,2,3,4,8656,0,0,1,NA
"51707",71126,0,0,3,4,5819,287,16,3,NA
"51708",71127,0,0,0,4,0,157,0,2,1.16381
"51709",71128,3,2,3,4,10698,0,16,4,0.82108
"51710",71131,2,2,3,0,7069,539,0,4,1.04653
"51711",71132,0,2,3,0,7159,0,16,3,NA
"51712",71133,3,2,0,0,7347,296,0,3,NA
"51713",71134,3,2,3,5,8299,445,16,3,1.47221
"51714",71138,3,0,0,0,0,0,0,3,0.982363
"51715",71139,0,0,0,0,6266,0,16,2,0.993182
"51716",71140,3,0,0,4,6323,0,15,3,NA
"51717",71141,0,2,3,4,7829,564,16,3,0.948262
"51718",71142,3,0,0,0,6315,0,0,4,1.21395
"51719",71145,3,0,0,0,6363,535,0,4,0.985523
"51720",71146,3,2,0,4,0,0,0,3,1.21241
"51721",71147,0,2,3,5,0,0,15,2,NA
"51722",71148,0,2,3,0,6383,431,0,3,1.21796
"51723",71149,2,0,3,4,6478,521,0,3,NA
"51724",71151,0,2,0,4,6756,0,15,5,NA
"51725",71153,1,0,2,1,6617,425,18,1,NA
"51726",71154,3,2,4,5,8485,462,16,2,0.882819
"51727",71155,0,2,3,4,0,319,16,2,0.98897
"51728",71157,3,2,3,0,6330,0,0,4,NA
"51729",71158,3,0,3,4,6291,504,15,2,NA
"51730",71161,3,0,0,4,6691,564,15,4,NA
"51731",71162,3,2,0,4,0,0,0,5,NA
"51732",71163,3,2,3,0,7322,0,16,2,1.23431
"51733",71165,0,2,0,4,6698,0,15,3,1.00456
"51734",71166,3,2,3,4,0,491,0,6,1.04881
"51735",71167,3,2,0,4,0,504,0,2,NA
"51736",71168,0,2,3,4,6283,0,16,2,1.11117
"51737",71169,3,0,3,4,6705,303,16,1,0.904715
"51738",71171,2,0,0,0,6257,726,17,3,0.264399
"51739",71172,3,2,0,4,0,0,16,2,NA
"51740",71173,3,2,4,5,9716,445,0,5,NA
"51741",71174,3,2,3,4,6401,547,15,3,1.53283
"51742",71177,3,0,3,5,0,0,15,6,NA
"51743",71178,0,0,3,4,6680,0,16,2,NA
"51744",71179,0,0,3,0,6208,0,15,2,1.01465
"51745",71181,3,2,0,0,0,484,16,3,0.944166
"51746",71182,3,0,0,4,0,0,16,4,NA
"51747",71183,3,2,3,0,0,440,16,2,1.20003
"51748",71184,0,0,3,4,6397,1011,15,3,1.25987
"51749",71187,0,2,0,0,7136,0,15,5,1.18031
"51750",71188,0,0,0,5,7534,0,15,2,NA
"51751",71189,0,0,3,0,10116,632,15,4,1.3342
"51752",71190,0,2,3,4,6166,0,15,3,1.22785
"51753",71192,3,2,3,0,0,474,0,2,1.19543
"51754",71194,3,0,3,4,8558,357,16,2,1.2811
"51755",71197,3,2,0,4,6252,439,0,2,NA
"51756",71198,0,0,0,4,0,383,16,4,1.24188
"51757",71199,3,2,0,4,6670,853,14,4,NA
"51758",71200,3,2,3,0,0,0,15,2,NA
"51759",71201,0,0,3,0,6228,464,0,5,1.18372
"51760",71203,3,2,0,4,6263,0,16,2,NA
"51761",71204,3,2,0,0,7484,651,0,3,1.18926
"51762",71205,3,0,0,5,0,578,0,3,1.10238
"51763",71206,0,2,4,5,9736,588,0,4,0.945573
"51764",71207,3,0,3,0,0,0,15,3,1.31757
"51765",71208,0,2,3,4,7081,0,15,2,NA
"51766",71209,0,2,0,0,7191,529,15,2,NA
"51767",71210,0,2,0,0,0,466,15,2,1.33685
"51768",71211,3,0,3,4,7131,0,0,2,NA
"51769",71212,3,2,3,4,0,0,0,6,0.984578
"51770",71213,3,0,0,4,0,0,16,4,NA
"51771",71216,3,0,0,0,6723,459,15,5,1.20295
"51772",71217,0,2,3,4,0,559,15,2,1.24428
"51773",71218,0,2,4,5,6179,0,16,5,0.916889
"51774",71219,3,2,4,0,7510,415,16,5,0.965816
"51775",71220,0,0,0,4,6702,0,0,5,NA
"51776",71221,3,2,0,4,0,0,16,2,NA
"51777",71222,0,2,3,0,7139,572,15,3,1.53123
"51778",71223,3,2,0,5,9838,445,0,4,0.941282
"51779",71226,3,2,0,4,7130,0,16,2,NA
"51780",71230,0,2,3,5,6463,934,0,9,NA
"51781",71231,3,0,3,5,6623,0,15,3,1.21729
"51782",71232,3,2,3,5,7004,417,15,4,1.19287
"51783",71234,3,3,0,0,6699,387,15,8,1.79927
"51784",71235,3,3,3,5,6484,478,0,6,1.52579
"51785",71237,3,2,4,5,7401,349,0,3,0.831899
"51786",71238,3,2,3,4,6672,0,0,3,NA
"51787",71239,3,0,3,4,8234,0,15,2,NA
"51788",71243,3,2,3,0,6506,442,15,3,1.05029
"51789",71244,3,2,3,5,8454,660,15,5,1.19628
"51790",71245,0,0,3,0,6226,533,16,5,1.52604
"51791",71246,3,0,3,4,6671,494,0,2,0.994393
"51792",71247,0,3,0,4,0,0,16,5,1.51962
"51793",71248,3,2,0,5,6163,388,16,4,0.992929
"51794",71249,0,0,0,0,6502,500,0,5,1.47948
"51795",71252,0,0,0,5,6610,0,15,5,1.44711
"51796",71254,0,2,0,4,6710,454,0,3,NA
"51797",71255,0,0,3,4,6218,0,15,3,1.65098
"51798",71256,0,0,3,4,7948,279,0,4,NA
"51799",71257,3,0,3,5,0,0,15,4,1.77519
"51800",71258,3,0,3,4,7550,619,0,5,0.976408
"51801",71259,0,2,3,5,7945,297,16,2,1.05421
"51802",71260,3,3,3,4,7087,429,15,2,NA
"51803",71261,3,3,3,4,0,0,0,3,NA
"51804",71262,3,2,3,4,6149,0,0,3,1.34948
"51805",71263,3,0,0,4,7084,0,16,4,1.57221
"51806",71265,0,2,3,5,7502,731,15,4,1.47846
"51807",71266,0,2,0,0,0,0,16,4,1.36631
"51808",71267,3,2,3,5,0,0,0,4,1.1366
"51809",71268,3,0,3,5,6431,329,15,3,1.59548
"51810",71270,3,0,3,0,0,0,15,5,NA
"51811",71273,0,0,0,4,6698,696,15,5,NA
"51812",71275,3,2,3,5,0,449,16,4,1.1757
